Date,Open,High,Low,Close,Adj Close,Volume
2012-09-01,11978.000000,12529.799805,11904.500000,12317.500000,12317.500000,364252060000
2012-10-01,12372.500000,12494.000000,12137.200195,12422.900391,12422.900391,311681170000
2012-11-01,12408.500000,12511.500000,11761.299805,12239.400391,12239.400391,335610590000
2012-12-01,12253.700195,12457.299805,12095.500000,12433.500000,12433.500000,346851400000
2013-01-01,12571.799805,12895.299805,12430.400391,12685.200195,12685.200195,357253410000
2013-02-01,12741.200195,12832.700195,12602.500000,12821.799805,12821.799805,332850890000
2013-03-01,12798.700195,12904.700195,12622.500000,12749.900391,12749.900391,367166090000
2013-04-01,12751.599609,12751.599609,11916.599609,12456.500000,12456.500000,384568370000
2013-05-01,12408.000000,12889.299805,12276.000000,12650.400391,12650.400391,57968080000
2013-06-01,12661.200195,12681.200195,11759.000000,12129.099609,12129.099609,3796520000
2013-07-01,12178.000000,12772.099609,12055.599609,12486.599609,12486.599609,55254250000
2013-08-01,12486.599609,12812.599609,12400.099609,12653.900391,12653.900391,251431590000
2013-09-01,12654.299805,12964.900391,12654.299805,12787.200195,12787.200195,255587100000
2013-10-01,12787.200195,13471.099609,12678.000000,13361.299805,13361.299805,339652160000
2013-11-01,13362.900391,13517.000000,13285.200195,13395.400391,13395.400391,269839710000
2013-12-01,13395.400391,13644.299805,13059.700195,13621.599609,13621.599609,288673650000
2014-01-01,13621.400391,14002.400391,13473.200195,13694.900391,13694.900391,395891280000
2014-02-01,13694.900391,14280.900391,13450.299805,14209.599609,14209.599609,365095440000
2014-03-01,14209.700195,14406.900391,14139.299805,14335.299805,14335.299805,366433230000
2014-04-01,14335.299805,14662.000000,14221.400391,14651.900391,14651.900391,350626120000
2014-05-01,14651.900391,14765.200195,14473.799805,14604.200195,14604.200195,299572710000
2014-06-01,14604.200195,15146.000000,14604.200195,15146.000000,15146.000000,339367350000
2014-07-01,15146.000000,15527.299805,15021.099609,15330.700195,15330.700195,332344590000
2014-08-01,15330.799805,15653.400391,15056.099609,15625.700195,15625.700195,273423260000
2014-09-01,15626.900391,15685.099609,14821.700195,14960.500000,14960.500000,373697070000
2014-10-01,14958.500000,14958.500000,13646.799805,14613.299805,14613.299805,460070770000
2014-11-01,14632.200195,15184.400391,14327.000000,14744.700195,14744.700195,400917760000
2014-12-01,14753.500000,14789.000000,13635.500000,14632.400391,14632.400391,571902110000
2015-01-01,14637.299805,14853.299805,13892.599609,14673.500000,14673.500000,517852870000
2015-02-01,14713.900391,15349.000000,14713.900391,15234.299805,15234.299805,429326370000
2015-03-01,15240.900391,15283.700195,14606.200195,14902.400391,14902.400391,447933830000
2015-04-01,14925.200195,15524.799805,14878.500000,15224.500000,15224.500000,377236830000
2015-05-01,15224.400391,15416.599609,14934.299805,15014.099609,15014.099609,348302320000
2015-06-01,15040.900391,15182.200195,14482.200195,14553.299805,14553.299805,372588930000
2015-07-01,14588.200195,14748.000000,13938.900391,14468.400391,14468.400391,380447690000
2015-08-01,14465.799805,14622.400391,12705.200195,13859.099609,13859.099609,420726400000
2015-09-01,13691.799805,13876.000000,12964.099609,13307.000000,13307.000000,445753270000
2015-10-01,13362.500000,14053.200195,13086.400391,13529.200195,13529.200195,483951570000
2015-11-01,13531.000000,13790.099609,13030.500000,13469.799805,13469.799805,401350450000
2015-12-01,13488.400391,13653.700195,12617.700195,13010.000000,13010.000000,449547530000
2016-01-01,12920.599609,12954.900391,11531.200195,12822.099609,12822.099609,512964440000
2016-02-01,12766.200195,12984.700195,11985.700195,12860.400391,12860.400391,555351040000
2016-03-01,12896.299805,13685.500000,12858.000000,13494.400391,13494.400391,611536450000
2016-04-01,13404.599609,13972.599609,13217.200195,13951.500000,13951.500000,494342440000
2016-05-01,13963.900391,14172.400391,13535.500000,14065.799805,14065.799805,474212860000
2016-06-01,14017.000000,14450.900391,13609.599609,14064.500000,14064.500000,523527460000
2016-07-01,14200.099609,14609.000000,14080.200195,14582.700195,14582.700195,387276020000
2016-08-01,14555.200195,14855.700195,14428.200195,14598.000000,14598.000000,380788500000
2016-09-01,14573.299805,14841.400391,14319.099609,14725.900391,14725.900391,438826330000
2016-10-01,14722.500000,14963.599609,14468.000000,14787.299805,14787.299805,395069740000
2016-11-01,14827.900391,15141.000000,14481.599609,15082.900391,15082.900391,498469580000
2016-12-01,15138.599609,15432.599609,15000.599609,15287.599609,15287.599609,447275720000
2017-01-01,15366.799805,15674.299805,15313.000000,15386.000000,15386.000000,433402970000
2017-02-01,15423.799805,15943.099609,15327.200195,15399.200195,15399.200195,440214070000
2017-03-01,15534.700195,15664.099609,15241.599609,15547.799805,15547.799805,523648580000
2017-04-01,15587.000000,15792.599609,15427.299805,15586.099609,15586.099609,393395630000
2017-05-01,15601.700195,15700.599609,15164.700195,15349.900391,15349.900391,455202150000
2017-06-01,15363.099609,15594.200195,15078.000000,15182.200195,15182.200195,504494560000
2017-07-01,15217.400391,15319.200195,14915.799805,15143.900391,15143.900391,305709970000
2017-08-01,15192.099609,15324.599609,14918.599609,15211.900391,15211.900391,336966960000
2017-09-01,15194.700195,15692.000000,14953.900391,15634.900391,15634.900391,387006000000
2017-10-01,15640.000000,16064.700195,15619.200195,16025.599609,16025.599609,348276310000
2017-11-01,16093.400391,16131.799805,15829.400391,16067.500000,16067.500000,388887860000
2017-12-01,16058.200195,16232.200195,15853.099609,16209.099609,16209.099609,350117610000
2018-01-01,16213.400391,16421.400391,15898.700195,15951.700195,15951.700195,463589030000
2018-02-01,15920.000000,15922.599609,14785.799805,15442.700195,15442.700195,444900920000
2018-03-01,15452.700195,15791.200195,15150.500000,15367.299805,15367.299805,432458120000
2018-04-01,15351.200195,15702.599609,14991.200195,15607.900391,15607.900391,404433180000
2018-05-01,15592.500000,16238.799805,15548.700195,16061.500000,16061.500000,452526020000
2018-06-01,16075.799805,16489.500000,16038.000000,16277.700195,16277.700195,443864010000
2018-07-01,16332.400391,16586.500000,16227.299805,16434.000000,16434.000000,351402250000
2018-08-01,16383.799805,16494.099609,16075.299805,16262.900391,16262.900391,436284020000
2018-09-01,16276.299805,16300.700195,15975.799805,16073.099609,16073.099609,479755800000
2018-10-01,16152.299805,16193.099609,14639.700195,15027.299805,15027.299805,614088930000
2018-11-01,15032.799805,15393.099609,14810.599609,15197.799805,15197.799805,558099900000
2018-12-01,15358.900391,15378.900391,13776.900391,14322.900391,14322.900391,524925670000
2019-01-01,14163.900391,15564.599609,14112.799805,15540.599609,15540.599609,521537910000
2019-02-01,15562.299805,16115.799805,15483.400391,15999.000000,15999.000000,475399770000
2019-03-01,16086.299805,16275.299805,15891.900391,16102.099609,16102.099609,566549460000
2019-04-01,16187.900391,16672.699219,16153.599609,16580.699219,16580.699219,449916190000
2019-05-01,16580.599609,16604.900391,15963.299805,16037.500000,16037.500000,475200850000
2019-06-01,16053.500000,16603.900391,15960.900391,16382.200195,16382.200195,422323160000
2019-07-01,16463.599609,16641.800781,16282.099609,16406.599609,16406.599609,371216270000
2019-08-01,16389.199219,16505.900391,15964.400391,16442.099609,16442.099609,410473970000
2019-09-01,16382.500000,16947.199219,16328.400391,16658.599609,16658.599609,468283100000
2019-10-01,16683.599609,16707.500000,16198.099609,16483.199219,16483.199219,405954520000
2019-11-01,16537.699219,17120.900391,16534.900391,17040.199219,17040.199219,431343790000
2019-12-01,17060.900391,17230.599609,16817.000000,17063.400391,17063.400391,415668860000
2020-01-01,17131.599609,17666.500000,17033.199219,17318.500000,17318.500000,466118130000
2020-02-01,17351.000000,17970.500000,15896.400391,16263.099609,16263.099609,496885260000
2020-03-01,16325.000000,16798.199219,11172.700195,13378.799805,13378.799805,1099685900000
2020-04-01,12966.799805,15257.900391,12814.000000,14780.700195,14780.700195,731447570000
2020-05-01,14563.000000,15342.400391,14187.500000,15192.799805,15192.799805,639763690000
2020-06-01,15177.599609,15980.099609,14934.700195,15515.200195,15515.200195,706357750000
2020-07-01,15694.099609,16317.900391,15391.700195,16169.200195,16169.200195,428480050000
2020-08-01,16172.599609,16835.099609,16172.599609,16514.400391,16514.400391,399519560000
2020-09-01,16533.199219,16725.699219,15725.000000,16121.400391,16121.400391,493700440000
2020-10-01,16189.700195,16611.000000,15418.500000,15580.599609,15580.599609,443201570000
2020-11-01,15684.900391,17411.000000,15569.400391,17190.300781,17190.300781,568434710000
2020-12-01,17431.300781,17684.099609,17220.900391,17433.400391,17433.400391,520272890000
2021-01-01,17583.400391,18058.599609,17297.800781,17337.000000,17337.000000,501111980000
2021-02-01,17527.400391,18579.699219,17487.699219,18060.300781,18060.300781,537798050000
2021-03-01,18249.800781,19037.099609,17950.800781,18700.699219,18700.699219,643758650000
2021-04-01,18799.900391,19439.800781,18772.699219,19108.300781,19108.300781,422501790000
2021-05-01,19193.599609,19543.900391,19052.400391,19274.000000,19274.000000,169535270000
